"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"HHIQSZGM","bookSection","1995","Aris, Rutherford","Jean Mabillon (1632-1707)","Medieval Scholarship: Biographical Studies on the Formation of a Discipline","","","","","","1995","2011-05-01 23:04:36","2011-05-01 23:04:36","","15-32","","","","","","","","","","","","New York","","","","","","","","","","","","","","Zavadil, Helen Damico and Joseph B.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HHZ8CBJE","bookSection","1977","Ward, Albert E.; Abbink, Emily K.; Stein, John R.","Ethnohistorical and Chronological Basis of the Navajo Material Culture","Settlement and Subsistence Along the Lower Chaco River: The CGP Survey","","","","","","1977","2015-07-08 16:41:52","2015-07-08 21:36:47","","217-278","","","","","","","","","","","Office of Contract Archaeology, University of New Mexico. Prepared for the Transwestern Coal Gasification Company. University of New Mexico Press","Albuquerque, NM","","","","","","","","","","","","","","Reher, Charles A.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HIKG45IA","book","2004","Brodie, Neil and Catherine Hills","Material Engagements: studies in honour of Colin Renfrew","","","","","","","2004","2011-05-01 23:04:36","2011-05-01 23:04:36","","","","","","","","","McDonald Institute Monographs","","","","McDonald Institute for Archaeological Research","Cambridge","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HJH77CNZ","bookSection","1999","Martorano, Marilyn","Protohistoric Stage","Colorado Prehistory: a Context for the Rio Grande Basin","","","","","","1999","2015-09-18 18:03:04","2015-09-18 18:04:01","","138-145","","","","","","","","","","","Colorado Council of Professional Archaeologists","Golden, CO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HK583F8A","bookSection","2003","Smith, Melanie K.","Chapter 7: Indigenous Cultural Tourism","Issues in Cultural Tourism Studies","","","","","","2003","2011-05-01 23:04:36","2011-05-01 23:04:36","","116-132","","","","","","","","","","","Routledge","London","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HKR2G2QA","bookSection","1998","Salvatierra Cuenca, Vicente; Serrano Peña, José Luis; Pérez Martínez, Maria Carmen","La formación de la ciudad en al-Andalus. Elementos para una nueva propuesta","Genèse de la ville islamique en al-Andalus et au Maghreb occidental","","","","","","1998","2011-05-01 23:04:36","2011-05-01 23:04:36","","185-206","","","","","","","","","","","Casa de Velázquez","Madrid","","","","","","","","","","","","","","Cressier, Patrice; García-Arenal, Mercedes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HMECV6EX","journalArticle","2000","Winterhalder, Bruce and Eric Alden Smith","Analyzing Adaptive Strategies: Human Behavioral Ecology at Twenty-Five","Evolutionary Anthropology","","","","","","2000","2011-05-01 23:04:36","2011-05-01 23:04:36","","51-72","","2","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HMQWAMTJ","thesis","2003","Eckert, Suzanne L.","Social Boundaries, Immigration, and Ritual Systems; a Case Study from the American Southwest","","","","","","","2003","2015-09-09 21:57:05","2015-09-09 21:58:21","","","","","","","","","","","","","Deepartment of Anthropology, Arizona State University","Tempe, AZ","","","Ph.D. dissertation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HMVZ4TR6","bookSection","1994","Spielmann, Katherine A.","Clustered Confederacies: Sociopolitical Organization in the Protohistoric Rio Grande","The Ancient Southwestern Community: Models and Methods for the Study of Prehistoric Social Organization","","","","","","1994","2011-05-01 23:04:36","2011-05-01 23:04:36","","45-55","","","","","","","","","","","University of New Mexico Press","Albuquerque","","","","","","","","","","","","","","Wills, W.H. and R. D. Leonard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HNNKQMEP","journalArticle","1992","Habicht-Mauche, Judith","Coronado's Querechos and Teyas in the Archaeological Record of the Texas Panhandle","Plains Anthropologist","","","","","","1992","2015-09-21 16:28:43","2015-09-23 19:32:56","","247-259","","140","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HNS4942N","thesis","1997","Morales, Thomas M.","Glazeware Pottery Production and Distribution the Upper-Middle Rio Grande Valley","","","","","","","1997","2015-10-13 20:19:50","2015-10-13 20:20:28","","","","","","","","","","","","","University of New Mexico","Albuquerque","","","Ph.D. dissertation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HPBZETNJ","journalArticle","1995","Hurtado, Albert L.","Parkmanizing the Spanish Borderlands: Bolton, Turner, and the Historians' World","The Western Historical Quarterly","","","","","","1995","2011-05-01 23:04:36","2011-05-01 23:04:36","","146-167","","2","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HPTXKP8N","book","1995","Hegmon, Michelle","The Social Dynamics of Pottery Style in the Early Puebloan Southwest","","","","","","","1995","2011-05-01 23:04:36","2011-05-01 23:04:36","","","","","","","","","Occasional Papers of the Crow Canyon Archaeological Center","","","","Crow Canyon Archaeological Center","Cortez, CO","","","","","","","","","","","","","","Wilshusen, Richard H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HRM8QB58","bookSection","1986","Navarro, Empar Juan; Centelles Izquierdo, F. Xavier","El yacimiento de epoca visigoda del Pla de Nadal (Riba-Roja de Turia, Camp de Turia; Valencia","Actas del I Congreso de Arqueología Medieval Española","","","","","","1986","2011-05-01 23:04:36","2011-05-01 23:04:36","","25-40","","","","","","","","","","","Diputación General de Aragón. Departamento de Cultura y Educación","Zaragoza","","","","","","","","","","","","visigoth","","Congreso de Arqueologia Medieval Española (1st, 1985 Huesca)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HRQ2TDAG","journalArticle","1984","Barnes, Mark R.","Hispanic Period Archaeology in the Tucson Basin: An Overview","Kiva","","00231940","","http://www.jstor.org.libproxy.unm.edu/stable/30246061","This paper provides a brief overview of historical events in the Tucson Basin and of the events that occurred outside this area that influenced the people of southern Arizona. The Hispanic period may best be understood by reviewing historical records and associated artifacts in terms of site function, networks of trade and communication, and social interaction among cultural groups. Excavations in Hispanic period sites in the Tucson Basin and Santa Cruz Valley, dating from Kino's expeditions of the 1690s to the withdrawal of Mexican soldiers from the Tucson presidio in 1856, have produced ceramics — Piman, Hispanic, European, Oriental, and American — that give a better understanding of conditions recorded in the historical documents.","April 01, 1984","2011-01-16 22:58:14","2011-01-16 22:58:14","2011-01-16 22:58:14","213-223","","3/4","49","","","Hispanic Period Archaeology in the Tucson Basin","","","","","","","","","","","","JSTOR","","ArticleType: research-article / Issue Title: From Prehistory to History: The Archaeology of the Tucson Basin / Full publication date: Spring - Summer, 1984 / Copyright © 1984 Arizona Archaeological and Historical Society","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HRTZ59Z4","bookSection","2007","Trindade, Luisa","Urban Changes in Medieval Protuguese Cities","Religion and Power in Europe: conflict and convergence","","","","","","2007","2011-05-01 23:04:36","2011-05-01 23:04:36","","29-52","","","","","","","","","","","Edizioni Plus","","","","","","","","","","","","","","","Carvalho, Joaquim","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HRUTMS34","report","1996","Hannaford, Charles A; Severts, Patrick H.","Archaeological Investigations at a well in San Miguel del Vado, San Miguel County, New Mexico","","","","","","","1996","2013-10-27 00:09:35","2013-10-27 00:11:01","","","","","","","","","","","","","Office of Archaeological Studies, Museum of New Mexico","Santa Fe, N.M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Arcaheology Notes 156","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HRXFXJSI","book","2006","Goldberg, Paul; Macphail, Richard I.","Practical and Theoretical Geoarchaeology","","","","","","","2006","2015-08-19 18:12:09","2015-08-19 18:12:56","","","","","","","","","","","","","Blackwell Publishing","Oxford, UK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
